ID,Count
18288,485.634281
18289,387.5615634
18290,327.9964545
18291,271.0117523
18292,228.1114109
18293,204.1973401
18294,219.5675892
18295,254.640409
18296,293.234319
18297,378.9228102
18298,537.837895
18299,596.2638277
18300,602.5810777
18301,532.9359852
18302,569.8383911
18303,562.6408685
18304,548.2803438
18305,561.0529259
18306,574.8611227
18307,609.9857232
18308,586.1752139
18309,547.1325375
18310,549.1174658
18311,536.1377608
18312,370.2148896
18313,295.4508506
18314,250.0424207
18315,206.6011192
18316,173.8967864
18317,155.6663084
18318,167.3835517
18319,194.1207089
18320,223.5421083
18321,288.8652466
18322,410.0114113
18323,454.5514099
18324,459.3672562
18325,406.2745252
18326,434.4064357
18327,428.9195289
18328,417.9720314
18329,427.7089883
18330,438.2354282
18331,465.0120595
18332,446.8605298
18333,417.0970211
18334,418.6101969
18335,408.7153434
18336,364.6832942
18337,291.036348
18338,246.3063918
18339,203.514172
18340,171.2984936
18341,153.3404077
18342,164.882577
18343,191.2202388
18344,220.202036
18345,284.5491434
18346,403.885193
18347,447.7596936
18348,452.5035835
18349,400.2041418
18350,427.9157171
18351,422.5107934
18352,411.7268688
18353,421.3183402
18354,431.6874984
18355,458.0640446
18356,440.1837274
18357,410.8649326
18358,412.3554991
18359,402.6084903
18360,513.995013
18361,410.1949112
18362,347.151238
18363,286.8386656
18364,241.4329717
18365,216.1223344
18366,232.3901962
18367,269.5112463
18368,310.359016
18369,401.0516604
18370,569.2472847
18371,631.0852545
18372,637.7714279
18373,564.0591064
18374,603.1165893
18375,595.498736
18376,580.2995658
18377,593.8180585
18378,608.4326452
18379,645.6085
18380,620.4074721
18381,579.0847283
18382,581.1855752
18383,567.4478637
18384,507.6774651
18385,405.1531774
18386,342.8843783
18387,283.3131119
18388,238.4655025
18389,213.46596
18390,229.5338724
18391,266.1986651
18392,306.5443721
18393,396.122307
18394,562.2506273
18395,623.3285424
18396,629.9325356
18397,557.1262173
18398,595.703642
18399,588.1794202
18400,573.1670641
18401,586.5194001
18402,600.9543579
18403,637.6732817
18404,612.7820014
18405,571.9671583
18406,574.0421835
18407,560.4733231
18408,523.0010085
18409,417.3821668
18410,353.2338699
18411,291.8645271
18412,245.6632545
18413,219.9091353
18414,236.4620354
18415,274.2335043
18416,315.7969908
18417,408.078712
18418,579.2213863
18419,642.142854
18420,648.9461796
18421,573.9423031
18422,613.684134
18423,605.932804
18424,590.4673207
18425,604.2226785
18426,619.0933355
18427,656.9205694
18428,631.2779802
18429,589.2311973
18430,591.3688543
18431,577.3904367
18432,506.9919245
18433,404.6060802
18434,342.4213655
18435,282.930541
18436,238.1434914
18437,213.1777069
18438,229.2239221
18439,265.8392046
18440,306.1304309
18441,395.5874045
18442,561.491394
18443,622.4868328
18444,629.0819083
18445,556.3739038
18446,594.8992355
18447,587.3851741
18448,572.3930899
18449,585.7273955
18450,600.1428611
18451,636.8122017
18452,611.9545332
18453,571.1948043
18454,573.2670275
18455,559.7164898
18456,494.3660642
18457,394.5299832
18458,333.893884
18459,275.8845876
18460,232.2128911
18461,207.8688415
18462,223.5154501
18463,259.2188849
18464,298.5067197
18465,385.7359039
18466,547.5083077
18467,606.9847481
18468,613.4155833
18469,542.5182607
18470,580.0841779
18471,572.7572427
18472,558.1385134
18473,571.1407486
18474,585.197219
18475,620.9533656
18476,596.7147394
18477,556.9700693
18478,558.9906869
18479,545.7776048
18480,378.9466769
18481,302.4192736
18482,255.9398529
18483,211.4739567
18484,177.9982685
18485,159.3378114
18486,171.3314144
18487,198.699187
18488,228.8145114
18489,295.6783434
18490,419.6818284
18491,465.2723353
18492,470.2017668
18493,415.8568051
18494,444.6522272
18495,439.0359077
18496,427.8302056
18497,437.7968157
18498,448.5715292
18499,475.9797069
18500,457.4000602
18501,426.9345575
18502,428.4834226
18503,418.3551918
18504,373.4150779
18505,298.0047683
18506,252.2038217
18507,208.3870076
18508,175.3999741
18509,157.0119093
18510,168.8304381
18511,195.798715
18512,225.474437
18513,291.3622375
18514,413.5556062
18515,458.4806147
18516,463.3380898
18517,409.7864179
18518,438.1615045
18519,432.6271681
18520,421.585039
18521,431.4061635
18522,442.0235953
18523,469.0316876
18524,450.7232535
18525,420.702465
18526,422.2287208
18527,412.2483349
18528,522.7267998
18529,417.1633339
18530,353.0486699
18531,291.7115029
18532,245.5344536
18533,219.7938372
18534,236.3380587
18535,274.0897241
18536,315.6314189
18537,407.8647569
18538,578.9177013
18539,641.8061793
18540,648.605938
18541,573.6413859
18542,613.3623803
18543,605.6151143
18544,590.1577395
18545,603.9058853
18546,618.7687457
18547,656.5761468
18548,630.947002
18549,588.9222642
18550,591.0588004
18551,577.0877116
18552,516.4092492
18553,412.121598
18554,348.7818085
18555,288.1859478
18556,242.5669831
18557,217.1374617
18558,233.4817337
18559,270.7771415
18560,311.8167733
18561,402.9354013
18562,571.921041
18563,634.049464
18564,640.7670423
18565,566.7084939
18566,605.9494298
18567,598.2957955
18568,583.0252348
18569,596.6072238
18570,611.2904553
18571,648.6409252
18572,623.321528
18573,581.8046912
18574,583.9154057
18575,570.1131681
18576,531.732795
18577,424.3505892
18578,359.1313016
18579,296.7373642
18580,249.7647362
18581,223.580638
18582,240.4098978
18583,278.8119819
18584,321.0693934
18585,414.8918082
18586,588.8918026
18587,652.8637784
18588,659.7806892
18589,583.5245822
18590,623.9299246
18591,616.049182
18592,600.325494
18593,614.3105049
18594,629.4294357
18595,667.8882158
18596,641.8175096
18597,599.0687329
18598,601.2420791
18599,587.0302842
18600,515.7237089
18601,411.574501
18602,348.3187959
18603,287.803377
18604,242.2449722
18605,216.8492088
18606,233.1717835
18607,270.4176812
18608,311.4028323
18609,402.4004991
18610,571.1618081
18611,633.2077547
18612,639.9164154
18613,565.9561806
18614,605.1450237
18615,597.5015497
18616,582.2512609
18617,595.8152196
18618,610.4789589
18619,647.7798456
18620,622.4940602
18621,581.0323375
18622,583.14025
18623,569.3563352
18624,503.0978505
18625,401.4984054
18626,339.7913155
18627,280.7574246
18628,236.3143727
18629,211.540344
18630,227.4633123
18631,263.7973624
18632,303.7791222
18633,392.5489999
18634,557.1787237
18635,617.7056722
18636,624.2500926
18637,552.1005395
18638,590.3299681
18639,582.8736203
18640,567.9966864
18641,581.2285747
18642,595.5333188
18643,631.9210117
18644,607.2542685
18645,566.8076045
18646,568.8639115
18647,555.417452
18648,387.6784615
18649,309.3876946
18650,261.8372834
18651,216.3467929
18652,182.0997494
18653,163.0093133
18654,175.279276
18655,203.2776636
18656,234.086913
18657,302.4914382
18658,429.3522427
18659,475.9932575
18660,481.0362742
18661,425.4390822
18662,454.8980157
18663,449.1522836
18664,437.6883768
18665,447.88464
18666,458.9076273
18667,486.9473511
18668,467.9395875
18669,436.772091
18670,438.3566454
18671,427.9950374
18672,382.1468639
18673,304.9731903
18674,258.101253
18675,213.2598445
18676,179.5014556
18677,160.6834118
18678,172.7783003
18679,200.3771923
18680,230.7468393
18681,298.1753333
18682,423.226022
18683,469.2015385
18684,474.1725988
18685,419.3686965
18686,448.4072946
18687,442.7435455
18688,431.4432118
18689,441.4939894
18690,452.3596949
18691,479.9993334
18692,461.2627824
18693,430.54
18694,432.1019452
18695,421.888182
18696,531.4585846
18697,424.131755
18698,358.9461005
18699,296.5843392
18700,249.6359345
18701,223.4653393
18702,240.2859203
18703,278.6682008
18704,320.9038205
18705,414.6778518
18706,588.5881158
18707,652.5271018
18708,659.4404456
18709,583.2236632
18710,623.608169
18711,615.7314903
18712,600.0159109
18713,613.9937099
18714,629.104844
18715,667.5437912
18716,641.4865294
18717,598.7597979
18718,600.9320234
18719,586.7275574
18720,525.1410351
18721,419.0900199
18722,354.6792397
18723,293.0587845
18724,246.6684646
18725,220.8089641
18726,237.4295958
18727,275.3556188
18728,317.0891756
18729,409.7484971
18730,581.5914566
18731,644.7703876
18732,651.6015512
18733,576.2907723
18734,616.1952197
18735,608.4121727
18736,592.8834074
18737,606.6950496
18738,621.6265547
18739,659.6085709
18740,633.8610567
18741,591.642226
18742,593.7886298
18743,579.753015
18744,540.4645799
18745,431.3190104
18746,365.0287323
18747,301.6102005
18748,253.8662172
18749,227.2521401
18750,244.3577595
18751,283.3904588
18752,326.3417952
18753,421.7049032
18754,598.5622172
18755,663.584701
18756,670.615197
18757,593.1068596
18758,634.1757135
18759,626.1655582
18760,610.1836656
18761,624.3983297
18762,639.7655341
18763,678.8558604
18764,652.3570372
18765,608.9062667
18766,611.1153023
18767,596.6701302
18768,524.4554947
18769,418.5429228
18770,354.2162271
18771,292.6762137
18772,246.3464536
18773,220.5207112
18774,237.1196456
18775,274.9961584
18776,316.6752345
18777,409.2135948
18778,580.8322235
18779,643.9286782
18780,650.7509241
18781,575.5384589
18782,615.3908135
18783,607.6179267
18784,592.1094333
18785,605.9030453
18786,620.8150582
18787,658.7474911
18788,633.0335888
18789,590.8698722
18790,593.0134741
18791,578.9961819
18792,511.8296355
18793,408.4668267
18794,345.6887462
18795,285.630261
18796,240.4158538
18797,215.2118461
18798,231.4111741
18799,268.3758392
18800,309.051524
18801,399.362095
18802,566.8491384
18803,628.4265949
18804,635.0846005
18805,561.6828171
18806,600.5757571
18807,592.9899966
18808,577.8548581
18809,591.3163995
18810,605.8694173
18811,642.8886563
18812,617.7937963
18813,576.6451385
18814,578.7371348
18815,565.0572981
18816,396.4102472
18817,316.3561164
18818,267.7347145
18819,221.2196295
18820,186.2012307
18821,166.6808157
18822,179.227138
18823,207.8561408
18824,239.3593151
18825,309.3045338
18826,439.0226581
18827,486.7141809
18828,491.8707828
18829,435.0213605
18830,465.1438053
18831,459.2686606
18832,447.5465492
18833,457.9724655
18834,469.2437265
18835,497.9149965
18836,478.4791159
18837,446.6096256
18838,448.2298694
18839,437.6348841
18840,390.8786491
18841,311.9416117
18842,263.9986838
18843,218.1326809
18844,183.6029367
18845,164.3549139
18846,176.726162
18847,204.9556693
18848,236.0192412
18849,304.9884284
18850,432.8964368
18851,479.9224613
18852,485.0071068
18853,428.9509742
18854,458.6530836
18855,452.8599219
18856,441.3013836
18857,451.5818143
18858,462.6957936
18859,490.9669782
18860,471.8023103
18861,440.377534
18862,441.9751685
18863,431.5280281
18864,540.1903702
18865,431.1001767
18866,364.8435316
18867,301.4571758
18868,253.7374159
18869,227.1368416
18870,244.2337823
18871,283.246678
18872,326.1762226
18873,421.4909473
18874,598.2585311
18875,663.2480251
18876,670.2749541
18877,592.8059414
18878,633.8539585
18879,625.8478673
18880,609.8740832
18881,624.0815354
18882,639.4409431
18883,678.5114365
18884,652.0260578
18885,608.5973324
18886,610.8052473
18887,596.367404
18888,533.8728203
18889,426.0584414
18890,360.5766706
18891,297.931621
18892,250.7699457
18893,224.4804663
18894,241.3774576
18895,279.9340957
18896,322.3615775
18897,416.5615923
