Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1649.2997860000003
FDW14,OUT017,1435.9121343749991
NCN55,OUT010,584.7577647727271
FDQ58,OUT017,2649.110232432434
FDY38,OUT027,6280.890880000001
FDH56,OUT046,1922.1493817142864
FDL48,OUT018,713.8586545454549
FDC48,OUT027,2517.8820884848496
FDN33,OUT045,1879.2570116129027
FDA36,OUT017,2752.9709346534655
FDT44,OUT017,1922.1493817142864
FDQ56,OUT045,1435.9121343749991
NCC54,OUT019,584.7577647727271
FDU11,OUT049,2142.7435709401702
DRL59,OUT013,713.8586545454549
FDM24,OUT049,2286.413267368421
FDI57,OUT045,3130.0049049504946
DRC12,OUT018,2893.83982589928
NCM42,OUT027,3242.0620715328478
FDA46,OUT010,482.6995426229507
FDA31,OUT013,2778.5893175257743
NCJ31,OUT035,3737.2957751824797
FDG52,OUT046,798.2176035398229
NCL19,OUT019,281.4820818181816
FDS10,OUT035,3384.1080642424213
FDX22,OUT010,584.7577647727271
NCF19,OUT035,798.2176035398229
NCE06,OUT046,2503.501336448598
DRC27,OUT046,3643.5197259842525
FDE21,OUT035,1922.1493817142864
NCR42,OUT019,92.67548155339807
FDX51,OUT018,2893.83982589928
NCR06,OUT018,507.04640366972495
FDU31,OUT027,5329.314724444444
FDU59,OUT017,2503.501336448598
FDR03,OUT027,5329.314724444444
FDS49,OUT027,2517.8820884848496
FDD48,OUT010,281.4820818181816
NCF18,OUT017,2939.348476190475
NCD43,OUT027,2517.8820884848496
NCD54,OUT018,1752.2524400000002
FDY19,OUT010,281.4820818181816
NCY54,OUT017,2778.5893175257743
NCL19,OUT018,2232.8470218487396
FDP23,OUT010,584.7577647727271
FDC26,OUT013,1649.2997860000003
FDR14,OUT010,165.91858165137612
NCS41,OUT035,3384.1080642424213
FDF41,OUT035,3737.2957751824797
FDU34,OUT046,1987.2510486486474
DRH11,OUT046,935.0323883040935
FDM03,OUT013,1461.8437960000008
FDS31,OUT017,3384.1080642424213
FDJ20,OUT017,2142.7435709401702
FDV44,OUT027,5329.314724444444
FDG02,OUT049,2752.9709346534655
FDA09,OUT013,3259.562084905661
FDT04,OUT013,507.04640366972495
FDL58,OUT019,584.7577647727271
FDE52,OUT045,1435.9121343749991
FDW12,OUT035,2286.413267368421
FDL51,OUT017,3643.5197259842525
NCY42,OUT027,3242.0620715328478
FDR07,OUT017,1573.0706258064515
FDN40,OUT045,2286.413267368421
FDB35,OUT027,2517.8820884848496
FDA22,OUT017,2286.413267368421
NCL06,OUT046,4034.300306896551
FDI35,OUT013,3384.1080642424213
NCW42,OUT045,4340.218358415842
NCX06,OUT049,2778.5893175257743
FDC37,OUT027,2517.8820884848496
FDZ14,OUT018,1752.2524400000002
DRG49,OUT049,3454.0625591549287
NCG06,OUT045,4034.300306896551
DRC36,OUT045,3259.562084905661
FDV21,OUT019,281.4820818181816
FDB53,OUT046,3053.0998777777777
DRP47,OUT019,584.7577647727271
FDA14,OUT013,3053.0998777777777
DRC24,OUT035,2644.4778427083343
FDW21,OUT018,1372.6884907407414
NCH29,OUT046,1682.212238235294
FDU58,OUT013,2893.83982589928
FDY27,OUT017,2552.0052351851864
FDV56,OUT035,1682.212238235294
FDT59,OUT046,3945.4325672131154
FDB23,OUT046,3945.4325672131154
FDR49,OUT045,798.2176035398229
FDB03,OUT010,584.7577647727271
FDN39,OUT045,2453.7477006992995
FDX02,OUT027,5329.314724444444
FDQ16,OUT027,2517.8820884848496
FDU35,OUT018,1372.6884907407414
NCT29,OUT013,1987.2510486486474
FDZ27,OUT046,798.2176035398229
FDN57,OUT017,2309.2007980000008
FDA03,OUT018,2232.8470218487396
FDZ36,OUT045,3384.1080642424213
NCU05,OUT013,1284.7897668711655
FDT39,OUT018,2232.8470218487396
FDK60,OUT017,1461.8437960000008
FDZ25,OUT017,3053.0998777777777
FDG12,OUT046,2243.6695967213113
DRB01,OUT019,482.6995426229507
NCC43,OUT027,6280.890880000001
FDX13,OUT019,584.7577647727271
FDM22,OUT049,796.6402682539683
FDJ03,OUT027,1378.2631852760744
FDU14,OUT018,3327.9525829268296
FDB33,OUT010,346.8972837209302
FDP27,OUT046,3391.5912527272735
FDO38,OUT010,165.91858165137612
FDE28,OUT027,6280.890880000001
FDO27,OUT035,1879.2570116129027
DRL23,OUT027,2517.8820884848496
FDS28,OUT046,935.0323883040935
FDX24,OUT013,1435.9121343749991
FDZ02,OUT035,1682.212238235294
FDL46,OUT045,1827.8328454545453
FDS60,OUT027,5329.314724444444
NCO06,OUT017,583.8145788617886
FDO16,OUT035,1435.9121343749991
FDC60,OUT049,1458.4550080536912
FDA48,OUT018,3327.9525829268296
FDZ36,OUT027,5329.314724444444
FDK27,OUT045,1827.8328454545453
FDW23,OUT018,507.04640366972495
FDM14,OUT018,1372.6884907407414
FDM14,OUT013,1649.2997860000003
FDW60,OUT018,3259.562084905661
FDE21,OUT013,1922.1493817142864
NCM42,OUT035,1682.212238235294
FDY59,OUT010,219.21852093023253
DRI49,OUT049,1202.6567333333332
FDT28,OUT019,346.8972837209302
FDQ22,OUT018,507.04640366972495
FDR60,OUT049,1202.6567333333332
FDC50,OUT019,219.21852093023253
FDV24,OUT013,2503.501336448598
DRF48,OUT010,482.6995426229507
FDQ47,OUT046,583.8145788617886
DRN36,OUT049,1573.0706258064515
NCY06,OUT035,1987.2510486486474
FDE52,OUT035,1435.9121343749991
NCB54,OUT045,1827.8328454545453
NCF31,OUT035,2286.413267368421
FDJ08,OUT027,5329.314724444444
NCC07,OUT017,1682.212238235294
NCD19,OUT027,1378.2631852760744
FDL46,OUT049,1987.2510486486474
FDM20,OUT045,4340.218358415842
NCI06,OUT010,425.9355914529916
DRM11,OUT035,4433.30403265306
NCH07,OUT018,2232.8470218487396
FDS23,OUT013,2142.7435709401702
